CUDA Device Number: 0
Queried Chip : GA102 
Total metrics on the chip 6780
Metric Name                                                                     	Num of Passes  	Collection Method
sm__sass_l1tex_t_requests_pipe_lsu_mem_global_op_ldgsts_cache_bypass.max        	1              	SW             
sm__sass_l1tex_t_requests_pipe_lsu_mem_global_op_ldgsts_cache_bypass.min        	1              	SW             
sm__sass_l1tex_t_requests_pipe_lsu_mem_global_op_ldgsts_cache_bypass.sum        	1              	SW             
sm__sass_l1tex_t_sectors_pipe_lsu_mem_global_op_atom.avg                        	1              	SW             
sm__sass_l1tex_t_sectors_pipe_lsu_mem_global_op_atom.max                        	1              	SW             
sm__sass_l1tex_t_sectors_pipe_lsu_mem_global_op_atom.min                        	1              	SW             
sm__sass_l1tex_t_sectors_pipe_lsu_mem_global_op_atom.sum                        	1              	SW             
sm__sass_l1tex_t_sectors_pipe_lsu_mem_global_op_ld.avg                          	1              	SW             
sm__sass_l1tex_t_sectors_pipe_lsu_mem_global_op_ld.max                          	1              	SW             
sm__sass_l1tex_t_sectors_pipe_lsu_mem_global_op_ld.min                          	1              	SW             
sm__sass_l1tex_t_sectors_pipe_lsu_mem_global_op_ld.sum                          	1              	SW             
sm__sass_l1tex_t_sectors_pipe_lsu_mem_global_op_ldgsts.avg                      	1              	SW             
sm__sass_l1tex_t_sectors_pipe_lsu_mem_global_op_ldgsts.max                      	1              	SW             
sm__sass_l1tex_t_sectors_pipe_lsu_mem_global_op_ldgsts.min                      	1              	SW             
sm__sass_l1tex_t_sectors_pipe_lsu_mem_global_op_ldgsts.sum                      	1              	SW             
sm__sass_l1tex_t_sectors_pipe_lsu_mem_global_op_ldgsts_cache_access.avg         	1              	SW             
sm__sass_l1tex_t_sectors_pipe_lsu_mem_global_op_ldgsts_cache_access.max         	1              	SW             
sm__sass_l1tex_t_sectors_pipe_lsu_mem_global_op_ldgsts_cache_access.min         	1              	SW             
sm__sass_l1tex_t_sectors_pipe_lsu_mem_global_op_ldgsts_cache_access.sum         	1              	SW             
sm__sass_l1tex_t_sectors_pipe_lsu_mem_global_op_ldgsts_cache_bypass.avg         	1              	SW             
sm__sass_l1tex_t_sectors_pipe_lsu_mem_global_op_ldgsts_cache_bypass.max         	1              	SW             
sm__sass_l1tex_t_sectors_pipe_lsu_mem_global_op_ldgsts_cache_bypass.min         	1              	SW             
sm__sass_l1tex_t_sectors_pipe_lsu_mem_global_op_ldgsts_cache_bypass.sum         	1              	SW             
sm__sass_l1tex_t_sectors_pipe_lsu_mem_global_op_red.avg                         	1              	SW             
sm__sass_l1tex_t_sectors_pipe_lsu_mem_global_op_red.max                         	1              	SW             
sm__sass_l1tex_t_sectors_pipe_lsu_mem_global_op_red.min                         	1              	SW             
sm__sass_l1tex_t_sectors_pipe_lsu_mem_global_op_red.sum                         	1              	SW             
sm__sass_l1tex_t_sectors_pipe_lsu_mem_global_op_st.avg                          	1              	SW             
sm__sass_l1tex_t_sectors_pipe_lsu_mem_global_op_st.max                          	1              	SW             
sm__sass_l1tex_t_sectors_pipe_lsu_mem_global_op_st.min                          	1              	SW             
sm__sass_l1tex_t_sectors_pipe_lsu_mem_global_op_st.sum                          	1              	SW             
sm__sass_l1tex_t_sectors_pipe_lsu_mem_local_op_ld.avg                           	1              	SW             
sm__sass_l1tex_t_sectors_pipe_lsu_mem_local_op_ld.max                           	1              	SW             
sm__sass_l1tex_t_sectors_pipe_lsu_mem_local_op_ld.min                           	1              	SW             
sm__sass_l1tex_t_sectors_pipe_lsu_mem_local_op_ld.sum                           	1              	SW             
sm__sass_l1tex_t_sectors_pipe_lsu_mem_local_op_st.avg                           	1              	SW             
sm__sass_l1tex_t_sectors_pipe_lsu_mem_local_op_st.max                           	1              	SW             
sm__sass_l1tex_t_sectors_pipe_lsu_mem_local_op_st.min                           	1              	SW             
sm__sass_l1tex_t_sectors_pipe_lsu_mem_local_op_st.sum                           	1              	SW             
sm__sass_l1tex_tags_mem_global.avg                                              	1              	SW             
sm__sass_l1tex_tags_mem_global.max                                              	1              	SW             
sm__sass_l1tex_tags_mem_global.min                                              	1              	SW             
sm__sass_l1tex_tags_mem_global.sum                                              	1              	SW             
sm__sass_sectors_mem_global.avg                                                 	1              	SW             
sm__sass_sectors_mem_global.max                                                 	1              	SW             
sm__sass_sectors_mem_global.min                                                 	1              	SW             
sm__sass_sectors_mem_global.sum                                                 	1              	SW             
sm__sass_sectors_mem_local.avg                                                  	1              	SW             
sm__sass_sectors_mem_local.max                                                  	1              	SW             
sm__sass_sectors_mem_local.min                                                  	1              	SW             
sm__sass_sectors_mem_local.sum                                                  	1              	SW             
sm__sass_thread_inst_executed.avg                                               	1              	SW             
sm__sass_thread_inst_executed.max                                               	1              	SW             
sm__sass_thread_inst_executed.min                                               	1              	SW             
sm__sass_thread_inst_executed.sum                                               	1              	SW             
sm__sass_thread_inst_executed_op_bit_pred_on.avg                                	1              	SW             
sm__sass_thread_inst_executed_op_bit_pred_on.max                                	1              	SW             
sm__sass_thread_inst_executed_op_bit_pred_on.min                                	1              	SW             
sm__sass_thread_inst_executed_op_bit_pred_on.sum                                	1              	SW             
sm__sass_thread_inst_executed_op_control_pred_on.avg                            	1              	SW             
sm__sass_thread_inst_executed_op_control_pred_on.max                            	1              	SW             
sm__sass_thread_inst_executed_op_control_pred_on.min                            	1              	SW             
sm__sass_thread_inst_executed_op_control_pred_on.sum                            	1              	SW             
sm__sass_thread_inst_executed_op_conversion_pred_on.avg                         	1              	SW             
sm__sass_thread_inst_executed_op_conversion_pred_on.max                         	1              	SW             
sm__sass_thread_inst_executed_op_conversion_pred_on.min                         	1              	SW             
sm__sass_thread_inst_executed_op_conversion_pred_on.sum                         	1              	SW             
sm__sass_thread_inst_executed_op_dadd_pred_on.avg                               	1              	SW             
sm__sass_thread_inst_executed_op_dadd_pred_on.max                               	1              	SW             
sm__sass_thread_inst_executed_op_dadd_pred_on.min                               	1              	SW             
sm__sass_thread_inst_executed_op_dadd_pred_on.sum                               	1              	SW             
sm__sass_thread_inst_executed_op_dfma_pred_on.avg                               	1              	SW             
sm__sass_thread_inst_executed_op_dfma_pred_on.max                               	1              	SW             
sm__sass_thread_inst_executed_op_dfma_pred_on.min                               	1              	SW             
sm__sass_thread_inst_executed_op_dfma_pred_on.sum                               	1              	SW             
sm__sass_thread_inst_executed_op_dmul_pred_on.avg                               	1              	SW             
sm__sass_thread_inst_executed_op_dmul_pred_on.max                               	1              	SW             
sm__sass_thread_inst_executed_op_dmul_pred_on.min                               	1              	SW             
sm__sass_thread_inst_executed_op_dmul_pred_on.sum                               	1              	SW             
sm__sass_thread_inst_executed_op_fadd_pred_on.avg                               	1              	SW             
sm__sass_thread_inst_executed_op_fadd_pred_on.max                               	1              	SW             
sm__sass_thread_inst_executed_op_fadd_pred_on.min                               	1              	SW             
sm__sass_thread_inst_executed_op_fadd_pred_on.sum                               	1              	SW             
sm__sass_thread_inst_executed_op_ffma_pred_on.avg                               	1              	SW             
sm__sass_thread_inst_executed_op_ffma_pred_on.max                               	1              	SW             
sm__sass_thread_inst_executed_op_ffma_pred_on.min                               	1              	SW             
sm__sass_thread_inst_executed_op_ffma_pred_on.sum                               	1              	SW             
sm__sass_thread_inst_executed_op_fmul_pred_on.avg                               	1              	SW             
sm__sass_thread_inst_executed_op_fmul_pred_on.max                               	1              	SW             
sm__sass_thread_inst_executed_op_fmul_pred_on.min                               	1              	SW             
sm__sass_thread_inst_executed_op_fmul_pred_on.sum                               	1              	SW             
sm__sass_thread_inst_executed_op_fp16_pred_on.avg                               	1              	SW             
sm__sass_thread_inst_executed_op_fp16_pred_on.max                               	1              	SW             
sm__sass_thread_inst_executed_op_fp16_pred_on.min                               	1              	SW             
sm__sass_thread_inst_executed_op_fp16_pred_on.sum                               	1              	SW             
sm__sass_thread_inst_executed_op_fp32_pred_on.avg                               	1              	SW             
sm__sass_thread_inst_executed_op_fp32_pred_on.max                               	1              	SW             
sm__sass_thread_inst_executed_op_fp32_pred_on.min                               	1              	SW             
sm__sass_thread_inst_executed_op_fp32_pred_on.sum                               	1              	SW             
sm__sass_thread_inst_executed_op_fp64_pred_on.avg                               	1              	SW             
sm__sass_thread_inst_executed_op_fp64_pred_on.max                               	1              	SW             
sm__sass_thread_inst_executed_op_fp64_pred_on.min                               	1              	SW             
sm__sass_thread_inst_executed_op_fp64_pred_on.sum                               	1              	SW             
sm__sass_thread_inst_executed_op_hadd_pred_on.avg                               	1              	SW             
sm__sass_thread_inst_executed_op_hadd_pred_on.max                               	1              	SW             
sm__sass_thread_inst_executed_op_hadd_pred_on.min                               	1              	SW             
sm__sass_thread_inst_executed_op_hadd_pred_on.sum                               	1              	SW             
sm__sass_thread_inst_executed_op_hfma_pred_on.avg                               	1              	SW             
sm__sass_thread_inst_executed_op_hfma_pred_on.max                               	1              	SW             
sm__sass_thread_inst_executed_op_hfma_pred_on.min                               	1              	SW             
sm__sass_thread_inst_executed_op_hfma_pred_on.sum                               	1              	SW             
sm__sass_thread_inst_executed_op_hmul_pred_on.avg                               	1              	SW             
sm__sass_thread_inst_executed_op_hmul_pred_on.max                               	1              	SW             
sm__sass_thread_inst_executed_op_hmul_pred_on.min                               	1              	SW             
sm__sass_thread_inst_executed_op_hmul_pred_on.sum                               	1              	SW             
sm__sass_thread_inst_executed_op_integer_pred_on.avg                            	1              	SW             
sm__sass_thread_inst_executed_op_integer_pred_on.max                            	1              	SW             
sm__sass_thread_inst_executed_op_integer_pred_on.min                            	1              	SW             
sm__sass_thread_inst_executed_op_integer_pred_on.sum                            	1              	SW             
sm__sass_thread_inst_executed_op_inter_thread_communication_pred_on.avg         	1              	SW             
sm__sass_thread_inst_executed_op_inter_thread_communication_pred_on.max         	1              	SW             
sm__sass_thread_inst_executed_op_inter_thread_communication_pred_on.min         	1              	SW             
sm__sass_thread_inst_executed_op_inter_thread_communication_pred_on.sum         	1              	SW             
sm__sass_thread_inst_executed_op_memory_pred_on.avg                             	1              	SW             
sm__sass_thread_inst_executed_op_memory_pred_on.max                             	1              	SW             
sm__sass_thread_inst_executed_op_memory_pred_on.min                             	1              	SW             
sm__sass_thread_inst_executed_op_memory_pred_on.sum                             	1              	SW             
sm__sass_thread_inst_executed_op_misc_pred_on.avg                               	1              	SW             
sm__sass_thread_inst_executed_op_misc_pred_on.max                               	1              	SW             
sm__sass_thread_inst_executed_op_misc_pred_on.min                               	1              	SW             
sm__sass_thread_inst_executed_op_misc_pred_on.sum                               	1              	SW             
sm__sass_thread_inst_executed_op_uniform_pred_on.avg                            	1              	SW             
sm__sass_thread_inst_executed_op_uniform_pred_on.max                            	1              	SW             
sm__sass_thread_inst_executed_op_uniform_pred_on.min                            	1              	SW             
sm__sass_thread_inst_executed_op_uniform_pred_on.sum                            	1              	SW             
sm__sass_thread_inst_executed_ops_dadd_dmul_dfma_pred_on.avg                    	1              	SW             
sm__sass_thread_inst_executed_ops_dadd_dmul_dfma_pred_on.max                    	1              	SW             
sm__sass_thread_inst_executed_ops_dadd_dmul_dfma_pred_on.min                    	1              	SW             
sm__sass_thread_inst_executed_ops_dadd_dmul_dfma_pred_on.sum                    	1              	SW             
sm__sass_thread_inst_executed_ops_fadd_fmul_ffma_pred_on.avg                    	1              	SW             
sm__sass_thread_inst_executed_ops_fadd_fmul_ffma_pred_on.max                    	1              	SW             
sm__sass_thread_inst_executed_ops_fadd_fmul_ffma_pred_on.min                    	1              	SW             
sm__sass_thread_inst_executed_ops_fadd_fmul_ffma_pred_on.sum                    	1              	SW             
sm__sass_thread_inst_executed_ops_hadd_hmul_hfma_pred_on.avg                    	1              	SW             
sm__sass_thread_inst_executed_ops_hadd_hmul_hfma_pred_on.max                    	1              	SW             
sm__sass_thread_inst_executed_ops_hadd_hmul_hfma_pred_on.min                    	1              	SW             
sm__sass_thread_inst_executed_ops_hadd_hmul_hfma_pred_on.sum                    	1              	SW             
sm__sass_thread_inst_executed_pred_on.avg                                       	1              	SW             
sm__sass_thread_inst_executed_pred_on.max                                       	1              	SW             
sm__sass_thread_inst_executed_pred_on.min                                       	1              	SW             
sm__sass_thread_inst_executed_pred_on.sum                                       	1              	SW             
sm__thread_inst_executed_pred_on_realtime.avg                                   	1              	HW             
sm__thread_inst_executed_pred_on_realtime.max                                   	1              	HW             
sm__thread_inst_executed_pred_on_realtime.min                                   	1              	HW             
sm__thread_inst_executed_pred_on_realtime.sum                                   	1              	HW             
sm__threads_launched.avg                                                        	1              	HW             
sm__threads_launched.max                                                        	1              	HW             
sm__threads_launched.min                                                        	1              	HW             
sm__threads_launched.sum                                                        	1              	HW             
sm__threads_launched_shader_cs.avg                                              	1              	HW             
sm__threads_launched_shader_cs.max                                              	1              	HW             
sm__threads_launched_shader_cs.min                                              	1              	HW             
sm__threads_launched_shader_cs.sum                                              	1              	HW             
sm__throughput.avg.pct_of_peak_sustained_elapsed                                	6              	HW             
sm__throughput.max.pct_of_peak_sustained_elapsed                                	6              	HW             
sm__throughput.min.pct_of_peak_sustained_elapsed                                	6              	HW             
sm__warps_active.avg                                                            	1              	HW             
sm__warps_active.max                                                            	1              	HW             
sm__warps_active.min                                                            	1              	HW             
sm__warps_active.sum                                                            	1              	HW             
sm__warps_active_realtime.avg                                                   	1              	HW             
sm__warps_active_realtime.max                                                   	1              	HW             
sm__warps_active_realtime.min                                                   	1              	HW             
sm__warps_active_realtime.sum                                                   	1              	HW             
sm__warps_active_shader_cs_realtime.avg                                         	1              	HW             
sm__warps_active_shader_cs_realtime.max                                         	1              	HW             
sm__warps_active_shader_cs_realtime.min                                         	1              	HW             
sm__warps_active_shader_cs_realtime.sum                                         	1              	HW             
sm__warps_launched.avg                                                          	1              	HW             
sm__warps_launched.max                                                          	1              	HW             
sm__warps_launched.min                                                          	1              	HW             
sm__warps_launched.sum                                                          	1              	HW             
sm__warps_launched_shader_cs.avg                                                	1              	HW             
sm__warps_launched_shader_cs.max                                                	1              	HW             
sm__warps_launched_shader_cs.min                                                	1              	HW             
sm__warps_launched_shader_cs.sum                                                	1              	HW             
smsp__amortized_warp_latency.max_rate                                           	1              	HW             
smsp__amortized_warp_latency.pct                                                	1              	HW             
smsp__amortized_warp_latency.ratio                                              	1              	HW             
smsp__average_inst_executed_per_warp.max_rate                                   	1              	HW             
smsp__average_inst_executed_per_warp.pct                                        	1              	HW             
smsp__average_inst_executed_per_warp.ratio                                      	1              	HW             
smsp__average_inst_executed_pipe_alu_per_warp.max_rate                          	1              	HW             
smsp__average_inst_executed_pipe_alu_per_warp.pct                               	1              	HW             
smsp__average_inst_executed_pipe_alu_per_warp.ratio                             	1              	HW             
smsp__average_inst_executed_pipe_cbu_per_warp.max_rate                          	1              	HW             
smsp__average_inst_executed_pipe_cbu_per_warp.pct                               	1              	HW             
smsp__average_inst_executed_pipe_cbu_per_warp.ratio                             	1              	HW             
smsp__average_inst_executed_pipe_fma_per_warp.max_rate                          	1              	HW             
smsp__average_inst_executed_pipe_fma_per_warp.pct                               	1              	HW             
smsp__average_inst_executed_pipe_fma_per_warp.ratio                             	1              	HW             
smsp__average_inst_executed_pipe_fma_type_fp16_per_warp.max_rate                	1              	HW             
smsp__average_inst_executed_pipe_fma_type_fp16_per_warp.pct                     	1              	HW             
smsp__average_inst_executed_pipe_fma_type_fp16_per_warp.ratio                   	1              	HW             
smsp__average_inst_executed_pipe_fmaheavy_per_warp.max_rate                     	1              	HW             
smsp__average_inst_executed_pipe_fmaheavy_per_warp.pct                          	1              	HW             
smsp__average_inst_executed_pipe_fmaheavy_per_warp.ratio                        	1              	HW             
smsp__average_inst_executed_pipe_fmalite_per_warp.max_rate                      	1              	HW             
smsp__average_inst_executed_pipe_fmalite_per_warp.pct                           	1              	HW             
smsp__average_inst_executed_pipe_fmalite_per_warp.ratio                         	1              	HW             
smsp__average_inst_executed_pipe_fp64_op_dmma_per_warp.max_rate                 	1              	HW             
smsp__average_inst_executed_pipe_fp64_op_dmma_per_warp.pct                      	1              	HW             
smsp__average_inst_executed_pipe_fp64_op_dmma_per_warp.ratio                    	1              	HW             
smsp__average_inst_executed_pipe_fp64_op_fp64_per_warp.max_rate                 	1              	HW             
smsp__average_inst_executed_pipe_fp64_op_fp64_per_warp.pct                      	1              	HW             
smsp__average_inst_executed_pipe_fp64_op_fp64_per_warp.ratio                    	1              	HW             
smsp__average_inst_executed_pipe_fp64_per_warp.max_rate                         	1              	HW             
smsp__average_inst_executed_pipe_fp64_per_warp.pct                              	1              	HW             
smsp__average_inst_executed_pipe_fp64_per_warp.ratio                            	1              	HW             
smsp__average_inst_executed_pipe_ipa_per_warp.max_rate                          	1              	HW             
smsp__average_inst_executed_pipe_ipa_per_warp.pct                               	1              	HW             
smsp__average_inst_executed_pipe_ipa_per_warp.ratio                             	1              	HW             
smsp__average_inst_executed_pipe_lsu_per_warp.max_rate                          	1              	HW             
smsp__average_inst_executed_pipe_lsu_per_warp.pct                               	1              	HW             
smsp__average_inst_executed_pipe_lsu_per_warp.ratio                             	1              	HW             
smsp__average_inst_executed_pipe_tensor_op_hmma_per_warp.max_rate               	1              	HW             
smsp__average_inst_executed_pipe_tensor_op_hmma_per_warp.pct                    	1              	HW             
smsp__average_inst_executed_pipe_tensor_op_hmma_per_warp.ratio                  	1              	HW             
smsp__average_inst_executed_pipe_tensor_op_imma_per_warp.max_rate               	1              	HW             
smsp__average_inst_executed_pipe_tensor_op_imma_per_warp.pct                    	1              	HW             
smsp__average_inst_executed_pipe_tensor_op_imma_per_warp.ratio                  	1              	HW             
smsp__average_inst_executed_pipe_tex_per_warp.max_rate                          	1              	HW             
smsp__average_inst_executed_pipe_tex_per_warp.pct                               	1              	HW             
smsp__average_inst_executed_pipe_tex_per_warp.ratio                             	1              	HW             
smsp__average_inst_executed_pipe_uniform_per_warp.max_rate                      	1              	HW             
smsp__average_inst_executed_pipe_uniform_per_warp.pct                           	1              	HW             
smsp__average_inst_executed_pipe_uniform_per_warp.ratio                         	1              	HW             
smsp__average_inst_executed_pipe_xu_per_warp.max_rate                           	1              	HW             
smsp__average_inst_executed_pipe_xu_per_warp.pct                                	1              	HW             
smsp__average_inst_executed_pipe_xu_per_warp.ratio                              	1              	HW             
smsp__average_threads_launched_per_warp.max_rate                                	1              	HW             
smsp__average_threads_launched_per_warp.pct                                     	1              	HW             
smsp__average_threads_launched_per_warp.ratio                                   	1              	HW             
smsp__average_warp_latency.max_rate                                             	1              	HW             
smsp__average_warp_latency.pct                                                  	1              	HW             
smsp__average_warp_latency.ratio                                                	1              	HW             
smsp__average_warp_latency_issue_stalled_barrier.max_rate                       	1              	HW             
smsp__average_warp_latency_issue_stalled_barrier.pct                            	1              	HW             
smsp__average_warp_latency_issue_stalled_barrier.ratio                          	1              	HW             
smsp__average_warp_latency_issue_stalled_branch_resolving.max_rate              	1              	HW             
smsp__average_warp_latency_issue_stalled_branch_resolving.pct                   	1              	HW             
smsp__average_warp_latency_issue_stalled_branch_resolving.ratio                 	1              	HW             
smsp__average_warp_latency_issue_stalled_dispatch_stall.max_rate                	1              	HW             
smsp__average_warp_latency_issue_stalled_dispatch_stall.pct                     	1              	HW             
smsp__average_warp_latency_issue_stalled_dispatch_stall.ratio                   	1              	HW             
smsp__average_warp_latency_issue_stalled_drain.max_rate                         	1              	HW             
smsp__average_warp_latency_issue_stalled_drain.pct                              	1              	HW             
smsp__average_warp_latency_issue_stalled_drain.ratio                            	1              	HW             
smsp__average_warp_latency_issue_stalled_imc_miss.max_rate                      	1              	HW             
smsp__average_warp_latency_issue_stalled_imc_miss.pct                           	1              	HW             
smsp__average_warp_latency_issue_stalled_imc_miss.ratio                         	1              	HW             
smsp__average_warp_latency_issue_stalled_lg_throttle.max_rate                   	1              	HW             
smsp__average_warp_latency_issue_stalled_lg_throttle.pct                        	1              	HW             
smsp__average_warp_latency_issue_stalled_lg_throttle.ratio                      	1              	HW             
smsp__average_warp_latency_issue_stalled_long_scoreboard.max_rate               	1              	HW             
smsp__average_warp_latency_issue_stalled_long_scoreboard.pct                    	1              	HW             
smsp__average_warp_latency_issue_stalled_long_scoreboard.ratio                  	1              	HW             
smsp__average_warp_latency_issue_stalled_math_pipe_throttle.max_rate            	1              	HW             
smsp__average_warp_latency_issue_stalled_math_pipe_throttle.pct                 	1              	HW             
smsp__average_warp_latency_issue_stalled_math_pipe_throttle.ratio               	1              	HW             
smsp__average_warp_latency_issue_stalled_membar.max_rate                        	1              	HW             
smsp__average_warp_latency_issue_stalled_membar.pct                             	1              	HW             
smsp__average_warp_latency_issue_stalled_membar.ratio                           	1              	HW             
smsp__average_warp_latency_issue_stalled_mio_throttle.max_rate                  	1              	HW             
smsp__average_warp_latency_issue_stalled_mio_throttle.pct                       	1              	HW             
smsp__average_warp_latency_issue_stalled_mio_throttle.ratio                     	1              	HW             
smsp__average_warp_latency_issue_stalled_misc.max_rate                          	1              	HW             
smsp__average_warp_latency_issue_stalled_misc.pct                               	1              	HW             
smsp__average_warp_latency_issue_stalled_misc.ratio                             	1              	HW             
smsp__average_warp_latency_issue_stalled_no_instruction.max_rate                	1              	HW             
smsp__average_warp_latency_issue_stalled_no_instruction.pct                     	1              	HW             
smsp__average_warp_latency_issue_stalled_no_instruction.ratio                   	1              	HW             
smsp__average_warp_latency_issue_stalled_not_selected.max_rate                  	1              	HW             
smsp__average_warp_latency_issue_stalled_not_selected.pct                       	1              	HW             
smsp__average_warp_latency_issue_stalled_not_selected.ratio                     	1              	HW             
smsp__average_warp_latency_issue_stalled_selected.max_rate                      	1              	HW             
smsp__average_warp_latency_issue_stalled_selected.pct                           	1              	HW             
smsp__average_warp_latency_issue_stalled_selected.ratio                         	1              	HW             
smsp__average_warp_latency_issue_stalled_short_scoreboard.max_rate              	1              	HW             
smsp__average_warp_latency_issue_stalled_short_scoreboard.pct                   	1              	HW             
smsp__average_warp_latency_issue_stalled_short_scoreboard.ratio                 	1              	HW             
smsp__average_warp_latency_issue_stalled_sleeping.max_rate                      	1              	HW             
smsp__average_warp_latency_issue_stalled_sleeping.pct                           	1              	HW             
smsp__average_warp_latency_issue_stalled_sleeping.ratio                         	1              	HW             
smsp__average_warp_latency_issue_stalled_tex_throttle.max_rate                  	1              	HW             
smsp__average_warp_latency_issue_stalled_tex_throttle.pct                       	1              	HW             
smsp__average_warp_latency_issue_stalled_tex_throttle.ratio                     	1              	HW             
smsp__average_warp_latency_issue_stalled_wait.max_rate                          	1              	HW             
smsp__average_warp_latency_issue_stalled_wait.pct                               	1              	HW             
smsp__average_warp_latency_issue_stalled_wait.ratio                             	1              	HW             
smsp__average_warp_latency_per_inst_executed.max_rate                           	1              	HW             
smsp__average_warp_latency_per_inst_executed.pct                                	1              	HW             
smsp__average_warp_latency_per_inst_executed.ratio                              	1              	HW             
smsp__average_warp_latency_per_inst_issued.max_rate                             	1              	HW             
smsp__average_warp_latency_per_inst_issued.pct                                  	1              	HW             
smsp__average_warp_latency_per_inst_issued.ratio                                	1              	HW             
smsp__average_warps_active_per_inst_executed.max_rate                           	1              	HW             
smsp__average_warps_active_per_inst_executed.pct                                	1              	HW             
smsp__average_warps_active_per_inst_executed.ratio                              	1              	HW             
smsp__average_warps_active_per_issue_active.max_rate                            	1              	HW             
smsp__average_warps_active_per_issue_active.pct                                 	1              	HW             
smsp__average_warps_active_per_issue_active.ratio                               	1              	HW             
smsp__average_warps_issue_stalled_barrier_per_issue_active.max_rate             	1              	HW             
smsp__average_warps_issue_stalled_barrier_per_issue_active.pct                  	1              	HW             
smsp__average_warps_issue_stalled_barrier_per_issue_active.ratio                	1              	HW             
smsp__average_warps_issue_stalled_branch_resolving_per_issue_active.max_rate    	1              	HW             
smsp__average_warps_issue_stalled_branch_resolving_per_issue_active.pct         	1              	HW             
smsp__average_warps_issue_stalled_branch_resolving_per_issue_active.ratio       	1              	HW             
smsp__average_warps_issue_stalled_dispatch_stall_per_issue_active.max_rate      	1              	HW             
smsp__average_warps_issue_stalled_dispatch_stall_per_issue_active.pct           	1              	HW             
smsp__average_warps_issue_stalled_dispatch_stall_per_issue_active.ratio         	1              	HW             
smsp__average_warps_issue_stalled_drain_per_issue_active.max_rate               	1              	HW             
smsp__average_warps_issue_stalled_drain_per_issue_active.pct                    	1              	HW             
smsp__average_warps_issue_stalled_drain_per_issue_active.ratio                  	1              	HW             
smsp__average_warps_issue_stalled_imc_miss_per_issue_active.max_rate            	1              	HW             
smsp__average_warps_issue_stalled_imc_miss_per_issue_active.pct                 	1              	HW             
smsp__average_warps_issue_stalled_imc_miss_per_issue_active.ratio               	1              	HW             
smsp__average_warps_issue_stalled_lg_throttle_per_issue_active.max_rate         	1              	HW             
smsp__average_warps_issue_stalled_lg_throttle_per_issue_active.pct              	1              	HW             
smsp__average_warps_issue_stalled_lg_throttle_per_issue_active.ratio            	1              	HW             
smsp__average_warps_issue_stalled_long_scoreboard_per_issue_active.max_rate     	1              	HW             
smsp__average_warps_issue_stalled_long_scoreboard_per_issue_active.pct          	1              	HW             
smsp__average_warps_issue_stalled_long_scoreboard_per_issue_active.ratio        	1              	HW             
smsp__average_warps_issue_stalled_math_pipe_throttle_per_issue_active.max_rate  	1              	HW             
smsp__average_warps_issue_stalled_math_pipe_throttle_per_issue_active.pct       	1              	HW             
smsp__average_warps_issue_stalled_math_pipe_throttle_per_issue_active.ratio     	1              	HW             
smsp__average_warps_issue_stalled_membar_per_issue_active.max_rate              	1              	HW             
smsp__average_warps_issue_stalled_membar_per_issue_active.pct                   	1              	HW             
smsp__average_warps_issue_stalled_membar_per_issue_active.ratio                 	1              	HW             
smsp__average_warps_issue_stalled_mio_throttle_per_issue_active.max_rate        	1              	HW             
smsp__average_warps_issue_stalled_mio_throttle_per_issue_active.pct             	1              	HW             
smsp__average_warps_issue_stalled_mio_throttle_per_issue_active.ratio           	1              	HW             
smsp__average_warps_issue_stalled_misc_per_issue_active.max_rate                	1              	HW             
smsp__average_warps_issue_stalled_misc_per_issue_active.pct                     	1              	HW             
smsp__average_warps_issue_stalled_misc_per_issue_active.ratio                   	1              	HW             
smsp__average_warps_issue_stalled_no_instruction_per_issue_active.max_rate      	1              	HW             
smsp__average_warps_issue_stalled_no_instruction_per_issue_active.pct           	1              	HW             
smsp__average_warps_issue_stalled_no_instruction_per_issue_active.ratio         	1              	HW             
smsp__average_warps_issue_stalled_not_selected_per_issue_active.max_rate        	1              	HW             
smsp__average_warps_issue_stalled_not_selected_per_issue_active.pct             	1              	HW             
smsp__average_warps_issue_stalled_not_selected_per_issue_active.ratio           	1              	HW             
smsp__average_warps_issue_stalled_selected_per_issue_active.max_rate            	1              	HW             
smsp__average_warps_issue_stalled_selected_per_issue_active.pct                 	1              	HW             
smsp__average_warps_issue_stalled_selected_per_issue_active.ratio               	1              	HW             
smsp__average_warps_issue_stalled_short_scoreboard_per_issue_active.max_rate    	1              	HW             
smsp__average_warps_issue_stalled_short_scoreboard_per_issue_active.pct         	1              	HW             
smsp__average_warps_issue_stalled_short_scoreboard_per_issue_active.ratio       	1              	HW             
smsp__average_warps_issue_stalled_sleeping_per_issue_active.max_rate            	1              	HW             
smsp__average_warps_issue_stalled_sleeping_per_issue_active.pct                 	1              	HW             
smsp__average_warps_issue_stalled_sleeping_per_issue_active.ratio               	1              	HW             
smsp__average_warps_issue_stalled_tex_throttle_per_issue_active.max_rate        	1              	HW             
smsp__average_warps_issue_stalled_tex_throttle_per_issue_active.pct             	1              	HW             
smsp__average_warps_issue_stalled_tex_throttle_per_issue_active.ratio           	1              	HW             
smsp__average_warps_issue_stalled_wait_per_issue_active.max_rate                	1              	HW             
smsp__average_warps_issue_stalled_wait_per_issue_active.pct                     	1              	HW             
smsp__average_warps_issue_stalled_wait_per_issue_active.ratio                   	1              	HW             
smsp__cycles_active.avg                                                         	1              	HW             
smsp__cycles_active.max                                                         	1              	HW             
